name,gene,A133.T,A134.T,A140.T,A144.T,A152.T,A133.N,A134.N,A140.N,A144.N,A152.N
ENSG00000196547,MAN2A2,3746,6182,2039,2376,2467,6304,5707,6092,6847,7288
ENSG00000259661,ENSG00000259661,0,0,0,0,0,0,0,0,0,0
ENSG00000184508,HDDC3,164,267,165,147,178,150,151,204,191,160
ENSG00000140553,UNC45A,2564,4140,1638,2692,2184,939,1156,1440,1457,1302
ENSG00000258384,RCCD1-AS1,15,51,13,22,35,7,3,13,4,6
ENSG00000166965,RCCD1,523,1278,546,877,641,133,154,212,236,139
ENSG00000198901,PRC1,13,83,32,85,70,17,16,21,16,9
ENSG00000284946,ENSG00000284946,112,227,80,144,153,100,61,88,51,37
ENSG00000258725,PRC1-AS1,3,25,11,11,20,26,13,19,7,8
ENSG00000200142,Y_RNA,0,2,0,1,1,1,0,0,0,0
ENSG00000184056,VPS33B,210,364,81,120,189,191,184,196,199,161
ENSG00000214432,VPS33B-DT,1,13,9,3,7,2,5,5,2,1
ENSG00000278514,ENSG00000278514,4,11,2,12,6,3,0,1,0,0
ENSG00000258542,ENSG00000258542,0,0,0,0,0,0,0,0,0,0
ENSG00000275929,ENSG00000275929,0,0,1,0,0,0,0,0,0,0
ENSG00000258665,ENSG00000258665,0,0,0,0,0,0,0,0,0,0
ENSG00000285661,ENSG00000285661,0,2,4,0,0,0,0,0,0,0
ENSG00000185518,SV2B,318,681,389,24,96,5,3,55,7,4
ENSG00000285883,ENSG00000285883,0,0,0,0,0,0,0,0,0,0
ENSG00000258551,CRAT37,2,4,22,0,0,1,2,0,3,0
ENSG00000258954,ENSG00000258954,0,0,1,0,0,0,0,0,0,0
ENSG00000258765,ENSG00000258765,0,0,1,0,0,0,1,0,0,0
ENSG00000258540,ENSG00000258540,0,0,0,0,0,0,0,0,0,0
ENSG00000259057,THRAP3P2,0,0,6,0,0,0,0,0,0,0
ENSG00000176463,SLCO3A1,1912,2584,3910,1840,420,1703,1634,1536,1732,1732
ENSG00000260661,ENSG00000260661,8,19,20,22,5,54,29,33,34,16
ENSG00000258761,ENSG00000258761,0,0,0,0,0,0,0,0,0,0
ENSG00000258726,DUXAP6,0,0,0,0,0,0,0,0,0,0
ENSG00000258925,NPM1P5,0,0,0,0,0,0,0,0,0,0
ENSG00000140557,ST8SIA2,6,262,59,39,2,0,0,0,0,0
ENSG00000239197,ENSG00000239197,0,0,0,0,0,0,0,0,0,0
ENSG00000258739,ENO1P2,0,0,1,0,0,0,0,0,0,0
ENSG00000259170,ENSG00000259170,0,0,0,0,0,0,0,0,0,0
ENSG00000183643,C15orf32,0,0,0,1,0,0,0,0,0,0
ENSG00000258647,LINC00930,16,24,98,2,123,1,0,0,0,0
ENSG00000258676,ENSG00000258676,5,17,66,0,65,1,0,1,0,0
ENSG00000260337,ENSG00000260337,18,55,111,0,119,1,0,2,0,0
ENSG00000271763,ENSG00000271763,2,7,4,0,7,0,0,0,1,0
ENSG00000185442,FAM174B,606,918,618,109,651,30,34,24,37,44
ENSG00000259064,ENSG00000259064,1,0,1,0,3,1,0,0,1,0
ENSG00000275965,ENSG00000275965,0,1,0,0,2,0,0,0,0,0
ENSG00000272298,ENSG00000272298,0,0,0,0,0,0,0,0,0,1
ENSG00000253954,HMGN1P38,3,3,1,0,0,2,0,0,2,0
ENSG00000258741,H2AZ2P1,17,30,2,3,18,7,7,5,4,12
ENSG00000240484,RPL31P6,0,1,0,0,1,0,0,0,0,0
ENSG00000258562,FTLP20,2,2,0,0,1,0,0,0,0,0
ENSG00000260361,ENSG00000260361,88,70,33,17,37,5,6,1,8,3
ENSG00000258527,ASB9P1,10,7,6,3,6,3,2,3,3,0
ENSG00000258922,ENSG00000258922,3,6,1,0,2,1,1,1,0,2
ENSG00000274215,ENSG00000274215,1,1,1,1,1,5,6,1,2,2
ENSG00000275175,ENSG00000275175,0,2,1,0,1,0,0,0,0,0
ENSG00000272888,CHASERR,1124,2493,1323,869,1143,5180,2897,3406,2863,1754
ENSG00000279765,ENSG00000279765,35,117,16,41,172,83,39,47,49,27
ENSG00000173575,CHD2,6101,9241,3453,2952,5660,7937,7028,7676,7755,5141
ENSG00000284324,MIR3175,0,0,0,0,0,0,0,0,0,0
ENSG00000182175,RGMA,732,1610,4059,2727,966,14,23,17,26,69
ENSG00000258611,YBX2P2,0,6,8,8,3,1,0,0,0,0
ENSG00000285663,ENSG00000285663,0,3,2,1,3,0,0,1,0,0
ENSG00000280076,ENSG00000280076,1,1,2,4,0,0,1,0,0,0
ENSG00000258888,ENSG00000258888,1,0,4,6,0,0,0,0,0,0
ENSG00000258971,ENSG00000258971,0,0,0,0,0,0,0,0,0,0
ENSG00000257060,ENSG00000257060,6,12,8,4,1,0,0,0,0,0
ENSG00000258909,ENSG00000258909,0,0,0,0,0,0,0,0,0,0
ENSG00000258787,SEPHS1P2,0,0,0,0,0,0,0,0,0,0
ENSG00000258631,ENSG00000258631,0,0,2,0,0,0,0,0,0,0
ENSG00000258754,LINC01579,65,40,8,4,41,6,9,1,1,18
ENSG00000258627,ENSG00000258627,0,0,0,0,0,0,0,0,0,0
ENSG00000259123,ENSG00000259123,0,0,0,0,0,0,0,0,0,0
ENSG00000258476,LINC02207,12,28,5,2,11,77,66,21,40,119
ENSG00000258831,ENSG00000258831,4,11,0,1,0,12,20,8,13,14
ENSG00000258785,LINC01580,0,0,0,0,0,0,0,0,1,0
ENSG00000259724,LINC01581,0,0,0,2,0,0,0,0,0,0
ENSG00000258895,ENSG00000258895,0,0,0,0,0,0,0,0,0,0
ENSG00000258570,H3P40,0,0,0,0,0,0,0,0,0,0
ENSG00000140563,MCTP2,1441,2622,716,978,954,1094,762,1179,1074,979
ENSG00000258632,ENSG00000258632,2,0,0,0,0,0,0,1,1,0
ENSG00000285866,LINC02852,2,3,0,0,0,0,0,0,0,0
ENSG00000259331,ENSG00000259331,0,0,0,0,0,0,0,1,0,0
ENSG00000277654,ENSG00000277654,4,3,0,0,17,3,1,0,1,1
ENSG00000270017,ENSG00000270017,0,0,0,0,0,0,0,0,0,0
ENSG00000258433,ENSG00000258433,2,0,0,0,0,0,0,0,0,0
ENSG00000258773,ENSG00000258773,1,2,0,0,1,0,0,0,0,0
ENSG00000248441,LETR1,138,42,9,4,9,0,0,0,0,0
ENSG00000273923,ENSG00000273923,5,0,0,0,0,0,0,0,0,0
ENSG00000280304,ENSG00000280304,34,11,5,1,1,0,0,0,0,0
ENSG00000285700,ENSG00000285700,11,1,2,0,0,0,0,0,0,0
ENSG00000259134,LINC00924,160,19,7,2,5,0,0,0,0,0
ENSG00000258489,ENSG00000258489,0,0,0,0,0,0,0,0,0,0
ENSG00000275016,ENSG00000275016,1,0,0,0,0,1,0,0,0,0
ENSG00000222076,RNU2-3P,0,0,0,0,0,0,0,0,0,0
ENSG00000275443,ENSG00000275443,5,2,3,0,0,0,0,0,0,0
ENSG00000259702,ENSG00000259702,1,3,1,1,0,0,0,0,0,0
ENSG00000273771,ENSG00000273771,108,54,11,7,8,0,0,0,0,0
ENSG00000247809,NR2F2-AS1,262,183,53,28,40,0,0,0,0,0
ENSG00000280048,ENSG00000280048,13,7,2,1,0,0,0,0,0,0
ENSG00000277135,ENSG00000277135,59,24,6,3,5,0,0,0,0,0
ENSG00000259359,ENSG00000259359,13,5,1,0,6,0,0,0,0,0
ENSG00000278146,ENSG00000278146,1,1,0,0,0,0,0,0,0,0
ENSG00000259763,LINC02157,8,5,4,1,1,0,0,0,0,0
ENSG00000279645,ENSG00000279645,13,5,3,0,0,0,0,0,0,0
ENSG00000280291,ENSG00000280291,2,0,0,0,1,0,0,0,0,0
ENSG00000185551,NR2F2,4489,4151,1315,484,1676,0,4,0,0,0
ENSG00000283888,MIR1469,0,0,0,0,0,0,0,0,0,0
ENSG00000275322,ENSG00000275322,31,31,8,4,6,0,0,0,0,0
ENSG00000259275,ENSG00000259275,100,177,39,21,14,0,0,0,0,0
ENSG00000259614,TUBAP12,1,7,3,1,0,0,0,0,0,0
ENSG00000259542,ENSG00000259542,3,5,0,0,0,0,0,0,0,0
ENSG00000259312,ENSG00000259312,1,0,0,0,0,0,0,0,0,0
ENSG00000250825,PGAM1P12,0,0,0,0,0,0,0,0,0,0
ENSG00000242295,ENSG00000242295,0,2,0,0,0,0,0,0,0,0
ENSG00000259534,ENSG00000259534,0,1,0,0,0,0,0,0,0,0
ENSG00000222617,RN7SKP254,0,0,0,0,0,0,0,0,0,0
ENSG00000274079,Metazoa_SRP,0,0,0,0,0,0,0,0,0,0
ENSG00000259340,ENSG00000259340,0,0,0,0,0,0,0,0,0,0
ENSG00000214424,FAM149B1P1,0,0,0,0,0,0,0,0,0,0
ENSG00000259282,SPATA8-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000185594,SPATA8,2,5,0,0,0,0,0,0,0,0
ENSG00000223120,RN7SKP181,0,0,0,0,0,0,0,0,0,0
ENSG00000259403,ENSG00000259403,0,0,0,0,0,0,0,0,0,0
ENSG00000259485,LINC02253,8,29,78,11,68,0,0,0,0,0
ENSG00000242863,RN7SL677P,0,0,0,0,0,0,0,0,0,0
ENSG00000259664,ENSG00000259664,1,6,7,0,9,0,0,0,0,0
ENSG00000251729,RNA5SP401,0,1,0,0,2,0,0,0,0,0
ENSG00000279091,ENSG00000279091,2,4,1,1,5,0,0,0,0,0
ENSG00000259582,ENSG00000259582,2,2,3,0,2,0,0,0,0,0
ENSG00000251209,LINC00923,40,35,6,2,101,4,1,1,3,1
ENSG00000259870,ENSG00000259870,0,0,0,0,0,0,0,0,0,0
ENSG00000140450,ARRDC4,1363,1875,1599,849,187,934,973,906,893,831
ENSG00000259478,ENSG00000259478,0,0,0,0,0,0,0,1,0,0
ENSG00000258483,LINC02251,0,2,1,3,0,0,0,0,0,1
ENSG00000283372,U6,0,0,0,0,0,0,0,0,0,0
ENSG00000259199,ENSG00000259199,0,0,0,0,1,0,0,0,0,0
ENSG00000222361,RNU6-1186P,0,0,0,0,0,0,0,0,0,0
ENSG00000259611,LINC01582,0,0,0,0,0,0,0,0,0,0
ENSG00000259266,ENSG00000259266,0,0,0,0,0,0,0,0,0,0
ENSG00000259320,ENSG00000259320,0,0,0,0,0,0,0,0,0,0
ENSG00000259041,ENSG00000259041,0,1,0,0,0,0,0,0,0,0
ENSG00000274312,ENSG00000274312,10,39,3,0,0,0,0,0,0,0
ENSG00000277987,LINC02351,0,17,0,0,0,0,0,0,0,0
ENSG00000283597,FAM169BP,0,0,4,4,2,1,0,1,0,0
ENSG00000259507,ENSG00000259507,0,0,0,0,0,0,0,0,0,0
ENSG00000259424,IRAIN,1,7,1,2,4,0,0,2,2,0
ENSG00000140443,IGF1R,2459,7052,3019,4737,3048,1712,970,2122,849,487
ENSG00000278022,ENSG00000278022,5,11,0,2,5,44,21,37,15,6
ENSG00000264480,MIR4714,0,0,0,0,0,0,0,0,0,0
ENSG00000259621,ENSG00000259621,0,1,3,2,0,0,0,0,0,0
ENSG00000259475,SYNM-AS1,3,33,5,29,19,8,3,24,4,5
ENSG00000183571,PGPEP1L,6,2,5,2,9,1,0,2,0,0
ENSG00000278090,LUNAR1,4,10,11,3,37,0,4,1,5,12
ENSG00000182253,SYNM,679,626,515,538,424,154,101,188,179,208
ENSG00000261054,SYNM-AS2,3,0,1,0,1,5,3,1,1,1
ENSG00000103852,TTC23,789,1419,439,441,400,8,25,24,17,37
ENSG00000261616,TTC23-AS1,34,63,25,47,25,4,3,2,4,0
ENSG00000259921,ENSG00000259921,18,40,21,25,22,0,1,1,2,0
ENSG00000168904,LRRC28,443,833,417,324,329,293,308,352,326,316
ENSG00000259706,HSP90B2P,3,8,6,10,6,4,13,4,6,4
ENSG00000259228,HNRNPA1P62,3,1,0,1,0,0,0,0,0,2
ENSG00000259257,ENSG00000259257,0,4,0,0,2,0,3,0,0,0
ENSG00000259590,LINC02244,1,14,1,0,1,3,6,4,1,0
ENSG00000259760,ENSG00000259760,3,26,4,5,2,4,4,2,3,5
ENSG00000274294,ENSG00000274294,14,17,7,6,3,5,10,10,3,8
ENSG00000259341,LINC03080,1,4,11,18,3,3,0,0,2,0
ENSG00000279846,ENSG00000279846,4,7,3,0,0,1,8,1,2,12
ENSG00000241562,RPL7P5,0,0,0,0,0,0,0,0,0,0
ENSG00000068305,MEF2A,2161,4337,1854,1789,1095,1908,1857,1925,2107,2259
ENSG00000201724,Y_RNA,0,1,0,0,1,1,3,3,1,0
ENSG00000183060,LYSMD4,385,787,496,478,544,344,436,552,282,217
ENSG00000182397,DNM1P46,26,21,2,3,3,20,27,40,16,5
ENSG00000259655,ENSG00000259655,0,0,0,0,0,0,0,0,0,0
ENSG00000241588,RN7SL484P,0,0,0,0,0,0,0,0,0,0
ENSG00000259363,ENSG00000259363,60,79,12,4,36,58,35,37,20,32
ENSG00000254744,ENSG00000254744,2,2,1,0,37,3,1,2,3,2
ENSG00000140470,ADAMTS17,203,873,154,110,1033,178,98,139,79,29
ENSG00000259219,ENSG00000259219,4,25,9,3,46,25,12,9,5,1
ENSG00000252957,RNA5SP402,0,2,0,0,0,0,0,0,0,0
ENSG00000259356,ENSG00000259356,2,0,0,0,1,0,0,0,0,0
ENSG00000189419,SPATA41,21,58,77,134,43,24,34,36,21,19
ENSG00000259430,CERS3-AS1,6,10,3,13,5,2,0,0,0,1
ENSG00000154227,CERS3,138,240,239,1480,703,28,7,5,7,8
ENSG00000270127,ENSG00000270127,536,545,138,151,374,523,652,492,590,242
ENSG00000251819,RNU6-322P,31,42,8,12,45,48,66,44,66,27
ENSG00000259205,PRKXP1,132,154,47,76,187,286,356,298,295,155
ENSG00000259540,ENSG00000259540,11,12,6,8,12,47,25,33,48,18
ENSG00000140471,LINS1,502,902,518,437,605,1211,1509,1865,1368,773
ENSG00000200095,RNU6-181P,3,4,5,3,9,21,16,18,17,9
ENSG00000183475,ASB7,478,901,641,365,406,589,569,818,760,481
ENSG00000212306,Y_RNA,0,0,1,3,1,0,0,1,1,1
ENSG00000259381,ENSG00000259381,11,33,20,26,23,3,12,15,10,8
ENSG00000259579,ENSG00000259579,0,1,0,0,0,0,0,0,0,0
ENSG00000279588,ENSG00000279588,3,8,0,1,2,1,0,0,0,0
ENSG00000259586,ENSG00000259586,0,0,0,0,0,0,0,0,0,0
ENSG00000232386,ENSG00000232386,41,27,7,8,13,2,2,0,0,0
ENSG00000272808,GCAWKR,68,90,19,12,1,35,2,8,2,1
ENSG00000259604,ENSG00000259604,0,0,0,0,0,1,0,0,0,0
ENSG00000272639,ENSG00000272639,0,0,0,0,0,0,0,0,0,0
ENSG00000184254,ALDH1A3,1070,1479,437,499,248,1,1,1,0,6
ENSG00000278456,ENSG00000278456,9,25,7,10,5,0,0,0,0,0
ENSG00000259583,ALDH1A3-AS1,386,353,101,144,103,2,8,4,10,18
ENSG00000154237,LRRK1,2204,3349,1058,1653,1195,1398,1262,1462,1500,2226
ENSG00000259376,ENSG00000259376,20,23,19,3,26,1,3,2,4,6
ENSG00000259755,ENSG00000259755,15,11,1,1,10,2,6,0,0,2
ENSG00000259365,ENSG00000259365,0,0,0,1,2,1,0,0,1,0
ENSG00000259182,ENSG00000259182,11,29,9,1,5,4,5,7,5,11
ENSG00000131873,CHSY1,2140,5966,2063,1478,2151,1140,1201,1177,1282,1261
ENSG00000131871,SELENOS,1548,3825,1236,1306,1660,755,528,714,636,553
ENSG00000131876,SNRPA1,1187,2741,1885,1084,2024,2408,1715,2080,1851,1210
ENSG00000259172,SNRPA1-DT,19,34,18,22,19,4,6,6,6,3
ENSG00000140479,PCSK6,282,579,214,393,543,257,296,234,211,117
ENSG00000279970,ENSG00000279970,18,28,12,19,26,4,11,7,5,5
ENSG00000259764,PCSK6-AS1,0,0,0,0,0,0,0,0,0,0
ENSG00000274139,ENSG00000274139,0,1,0,0,0,0,1,4,0,5
ENSG00000277210,ENSG00000277210,1,0,0,0,0,0,0,0,0,0
ENSG00000282793,ENSG00000282793,0,0,0,0,1,0,0,0,0,0
ENSG00000259464,SNRPCP18,0,0,0,0,0,0,0,0,0,0
ENSG00000259695,ENSG00000259695,0,0,0,0,0,1,0,0,0,0
ENSG00000273585,ENSG00000273585,0,0,1,3,4,2,1,2,5,0
ENSG00000184277,TM2D3,988,1877,1015,813,814,1021,864,976,951,687
ENSG00000252614,RNU6-807P,0,7,8,4,9,10,11,15,14,5
ENSG00000185418,TARS3,580,987,258,390,255,380,361,511,513,278
ENSG00000259658,UBE2Q2P13,43,51,8,12,18,42,40,58,42,33
ENSG00000259660,DNM1P47,36,11,9,11,20,17,33,28,17,31
ENSG00000259236,GOLGA8VP,22,14,1,6,8,7,16,17,9,9
ENSG00000240927,RN7SL209P,1,3,0,0,0,1,0,0,0,0
ENSG00000184140,OR4F6,0,0,0,0,0,0,0,0,0,0
ENSG00000182854,OR4F15,0,0,0,0,0,0,0,0,0,0
ENSG00000232459,OR4F14P,0,0,0,0,0,0,0,0,0,0
ENSG00000214344,OR4F13P,0,0,0,0,0,0,0,0,0,0
ENSG00000257109,OR4F28P,0,0,1,0,0,0,0,0,0,0
ENSG00000259454,WBP1LP5,0,0,0,0,0,0,0,0,0,0
ENSG00000259646,ENSG00000259646,0,0,4,0,0,0,0,0,0,0
ENSG00000177693,OR4F4,0,0,1,0,0,0,0,0,0,0
ENSG00000183909,OR4G2P,0,0,0,0,0,0,0,0,0,0
ENSG00000275771,OR4G6P,0,0,0,0,0,0,0,0,0,0
ENSG00000248893,FAM138E,0,0,0,0,0,0,0,0,0,0
ENSG00000259553,ENSG00000259553,1,2,1,0,1,1,0,1,0,0
ENSG00000284557,MIR1302-10,0,0,0,0,0,0,0,0,0,0
ENSG00000185596,WASH3P,707,832,395,747,464,656,657,849,676,735
ENSG00000275449,MIR6859-3,12,6,3,15,2,10,5,3,3,5
ENSG00000248472,DDX11L9,3,0,0,0,0,6,8,0,2,3
ENSG00000233614,DDX11L10,4,5,5,1,4,379,263,466,183,96
ENSG00000234769,WASH4P,91,79,40,37,45,61,52,55,37,67
ENSG00000278739,MIR6859-4,5,43,4,9,14,2,8,7,6,15
ENSG00000260803,ENSG00000260803,6,6,3,3,2,7,14,12,8,15
ENSG00000231439,WASIR2,13,11,21,1,26,3,16,11,7,19
ENSG00000226942,IL9RP3,49,36,57,8,23,56,64,140,48,98
ENSG00000161980,POLR3K,167,344,187,104,365,120,148,189,199,144
ENSG00000161981,SNRNP25,342,926,480,201,842,257,263,398,242,251
ENSG00000007384,RHBDF1,2121,2984,755,813,1395,4,10,12,6,3
ENSG00000278995,ENSG00000278995,0,3,1,3,2,0,0,1,0,0
ENSG00000103152,MPG,470,882,463,270,401,408,465,595,468,501
ENSG00000103148,NPRL3,1955,2452,1034,708,1670,942,886,1235,1113,892
ENSG00000269482,ENSG00000269482,4,1,0,0,0,0,0,2,0,0
ENSG00000228779,ENSG00000228779,3,6,9,3,6,4,9,4,1,2
ENSG00000130656,HBZ,0,0,0,0,0,2,2,1,0,0
ENSG00000206177,HBM,0,0,0,0,0,1,16,4,0,4
ENSG00000206178,HBZP1,0,0,0,0,0,0,0,0,0,0
ENSG00000225323,HBAP1,0,0,0,0,0,0,0,0,0,0
ENSG00000188536,HBA2,642,78,402,46,59,115,5760,531,82,153
ENSG00000206172,HBA1,165,17,96,12,18,39,2128,231,41,44
ENSG00000207243,Y_RNA,0,0,1,0,0,0,1,0,0,0
ENSG00000086506,HBQ1,0,0,6,0,5,8,28,8,13,9
ENSG00000268836,ENSG00000268836,40,25,3,4,3,21,26,36,22,11
ENSG00000007392,LUC7L,4245,6182,1414,1395,3022,1992,2453,2346,2619,2071
ENSG00000206168,C4orf46P1,0,1,1,3,6,0,0,0,1,6
ENSG00000167930,FAM234A,1635,2587,1291,812,1943,548,603,603,538,553
ENSG00000269881,ENSG00000269881,8,15,9,4,1,2,0,2,1,0
ENSG00000076344,RGS11,1158,1736,261,94,215,5,8,2,2,6
ENSG00000242173,ARHGDIG,50,38,35,9,7,1,0,4,0,0
ENSG00000185615,PDIA2,74,80,53,2,42,5,2,3,6,3
ENSG00000103126,AXIN1,1444,2288,1146,1493,1479,1991,1663,2800,2790,1798
ENSG00000086504,MRPL28,1130,2020,1147,863,1526,925,959,1194,1097,1071
ENSG00000129925,PGAP6,2764,4324,1883,1358,1663,2801,2963,3829,2496,2443
ENSG00000236829,ENSG00000236829,21,46,17,14,55,24,14,31,16,18
ENSG00000103202,NME4,2547,3812,2598,942,3089,670,697,820,883,354
ENSG00000242612,DECR2,137,188,151,98,162,42,53,64,52,50
ENSG00000276984,ENSG00000276984,0,0,0,0,0,0,0,0,0,0
ENSG00000090565,RAB11FIP3,1034,1485,597,553,1055,384,398,545,577,349
ENSG00000201034,Y_RNA,0,0,0,0,0,0,0,0,0,0
ENSG00000230428,ENSG00000230428,0,0,0,0,0,0,0,0,0,0
ENSG00000277142,LINC00235,0,0,0,0,0,0,0,0,0,0
ENSG00000103326,CAPN15,2892,3784,1646,1793,3003,3239,3253,4096,4918,3740
ENSG00000266124,MIR5587,13,21,6,7,12,27,31,25,37,28
ENSG00000266235,MIR3176,20,43,12,16,51,45,34,21,34,62
ENSG00000261691,ENSG00000261691,0,0,0,0,0,0,0,0,0,0
ENSG00000161992,PRR35,1,0,2,0,2,0,0,0,0,1
ENSG00000007541,PIGQ,1892,2842,1208,848,1747,735,1010,938,980,848
ENSG00000257108,NHLRC4,105,148,38,14,22,42,53,67,33,39
ENSG00000282907,ENSG00000282907,2,1,0,0,1,0,1,1,0,0
ENSG00000197562,RAB40C,1542,1844,1194,847,1598,639,773,976,903,795
ENSG00000127578,WFIKKN1,28,38,146,32,96,34,40,55,35,37
ENSG00000130731,METTL26,1102,1980,916,735,1155,697,762,1017,954,706
ENSG00000172366,MCRIP2,811,914,514,480,533,676,724,908,835,595
ENSG00000228201,ENSG00000228201,15,26,22,4,23,9,9,17,10,18
ENSG00000161996,WDR90,1909,3237,2479,1404,2954,523,651,671,552,429
ENSG00000262528,ENSG00000262528,0,1,0,0,0,1,0,0,0,0
ENSG00000140983,RHOT2,6443,7854,3133,2741,6923,4729,5290,6486,6113,4976
ENSG00000103269,RHBDL1,93,232,177,81,159,53,63,66,47,48
ENSG00000260394,STUB1-DT,6,13,6,1,6,2,1,1,1,3
ENSG00000279441,ENSG00000279441,0,0,0,0,0,0,0,0,0,0
ENSG00000103266,STUB1,724,1181,647,547,914,485,677,834,687,584
ENSG00000161999,JMJD8,623,1190,516,322,505,370,402,461,376,366
ENSG00000127580,WDR24,444,574,381,288,456,204,275,335,342,294
ENSG00000261659,ENSG00000261659,56,80,57,11,33,5,9,11,9,6
ENSG00000127585,FBXL16,170,167,140,46,102,321,380,509,453,216
ENSG00000279255,ENSG00000279255,19,18,19,5,3,5,3,5,6,7
ENSG00000259840,ENSG00000259840,15,9,7,2,4,0,1,2,2,2
ENSG00000103260,METRN,562,646,516,269,389,106,111,208,139,97
ENSG00000103254,ANTKMT,412,624,225,155,284,221,279,391,354,290
ENSG00000162004,CCDC78,356,351,157,71,365,208,281,375,229,166
ENSG00000103253,HAGHL,313,683,224,115,369,165,260,313,231,184
ENSG00000103245,CIAO3,841,1818,1048,552,1549,503,904,957,805,651
ENSG00000102854,MSLN,930,475,154,54,36,6,54,1,7,17
ENSG00000279136,ENSG00000279136,0,0,0,0,0,0,0,0,0,0
ENSG00000162006,MSLNL,15,9,0,0,0,0,2,0,0,1
ENSG00000207579,MIR662,0,0,0,0,0,0,0,0,0,0
ENSG00000007376,RPUSD1,711,1083,746,402,1074,662,802,1070,944,837
ENSG00000127586,CHTF18,1057,2045,1290,872,3052,564,548,849,793,458
ENSG00000127588,GNG13,9,7,4,2,15,1,1,0,0,0
ENSG00000275438,ENSG00000275438,1,3,5,0,1,5,4,2,1,3
ENSG00000103227,LMF1,1252,1154,395,443,370,600,600,799,738,632
ENSG00000260022,ENSG00000260022,12,21,11,12,13,9,6,19,19,11
ENSG00000260316,ENSG00000260316,17,7,14,20,3,25,37,33,31,23
ENSG00000260439,LMF1-AS1,18,28,3,1,4,1,6,10,6,8
ENSG00000276931,ENSG00000276931,13,19,5,9,16,10,5,4,7,20
ENSG00000260807,CEROX1,183,637,180,35,42,302,544,619,328,74
ENSG00000005513,SOX8,77,293,64,14,14,30,50,55,53,7
ENSG00000260496,ENSG00000260496,3,0,1,0,0,115,106,74,99,23
ENSG00000261713,SSTR5-AS1,1,0,11,1,0,0,0,0,0,0
ENSG00000261720,ENSG00000261720,0,0,0,0,0,0,0,0,0,0
ENSG00000162009,SSTR5,2,0,30,3,0,0,0,0,0,0
ENSG00000184471,C1QTNF8,0,0,0,1,0,0,0,0,0,0
ENSG00000260702,ENSG00000260702,4,0,1,0,0,0,0,0,0,0
ENSG00000260532,ENSG00000260532,4,0,2,0,0,0,0,0,0,0
ENSG00000273551,ENSG00000273551,0,3,2,0,1,0,0,0,0,0
ENSG00000196557,CACNA1H,1839,1203,676,230,328,146,221,117,118,68
ENSG00000260403,ENSG00000260403,1,1,1,0,0,0,0,0,0,0
ENSG00000259910,LNCPTCTS,0,1,1,1,0,0,0,0,0,0
ENSG00000261294,ENSG00000261294,40,7,0,4,4,0,4,1,0,2
ENSG00000116176,TPSG1,105,58,15,14,19,0,5,0,0,0
ENSG00000277010,ENSG00000277010,18,15,1,5,1,0,0,0,0,0
ENSG00000197253,TPSB2,3983,4529,191,1385,478,0,42,0,2,8
ENSG00000172236,TPSAB1,6159,3946,701,1690,978,16,14,17,17,7
ENSG00000095917,TPSD1,72,784,38,186,77,0,11,0,4,1
ENSG00000260182,ENSG00000260182,20,224,23,38,13,1,9,0,0,0
ENSG00000196364,PRSS29P,0,1,0,2,0,0,0,0,0,0
ENSG00000261564,ENSG00000261564,0,0,0,0,0,0,0,0,0,0
ENSG00000260991,ENSG00000260991,0,0,0,0,0,0,0,0,0,0
ENSG00000260284,TPSP2,12,0,16,1,0,0,0,0,0,0
ENSG00000260710,ENSG00000260710,4,0,9,1,0,0,1,0,0,0
ENSG00000274751,ENSG00000274751,23,7,10,4,2,4,7,3,7,6
ENSG00000103275,UBE2I,2541,3748,1795,1494,2087,3174,2491,3468,2858,2360
ENSG00000261505,ENSG00000261505,415,463,246,296,382,935,583,871,661,419
ENSG00000219274,RPS20P2,0,0,0,0,1,1,0,0,1,0
ENSG00000007516,BAIAP3,401,130,557,237,164,274,464,202,146,208
ENSG00000007520,TSR3,840,1569,717,583,804,499,554,864,737,645
ENSG00000090581,GNPTG,2296,3345,1014,998,1060,1738,1736,1798,1912,1685
ENSG00000260425,ENSG00000260425,33,39,8,8,17,36,35,34,51,63
ENSG00000059145,UNKL,1102,1436,1108,810,559,826,904,1256,1086,906
ENSG00000260132,ENSG00000260132,1,0,0,1,7,2,2,1,0,1
ENSG00000174109,UQCC4,208,405,257,177,264,150,188,216,189,161
ENSG00000284395,PERCC1,3,0,5,2,1,10,7,14,7,9
ENSG00000197599,CCDC154,173,192,88,53,49,180,192,375,178,274
ENSG00000279930,ENSG00000279930,30,20,18,9,5,28,42,122,45,41
ENSG00000103249,CLCN7,4134,6156,2027,2305,2523,4686,4784,5075,4655,6097
ENSG00000261641,ENSG00000261641,0,0,0,0,0,0,0,0,0,0
ENSG00000260051,ENSG00000260051,159,257,63,116,155,223,279,284,276,321
ENSG00000261430,ENSG00000261430,1,5,0,2,0,1,1,1,2,0
ENSG00000219027,RPS3AP2,2,6,0,0,1,3,3,2,2,2
ENSG00000251692,PTX4,4,3,7,2,0,14,1,19,5,17
ENSG00000100726,TELO2,2058,2486,1452,1359,1812,1248,1581,2181,1595,1966
ENSG00000187535,IFT140,1222,1560,679,725,503,253,336,359,228,187
ENSG00000260646,ENSG00000260646,15,16,5,8,3,3,4,1,7,3
