name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A133.T,A134.T,A140.T,A144.T,A152.T,A133.N,A134.N,A140.N,A144.N,A152.N
ENSG00000184557,SOCS3,19366.8,7910.2,11456.6,1.448,0.5,0.33,1,0.4043,6330,21162,3113,5141,6597,3538,12322,17552,14183,6490,6736
ENSG00000126698,DNAJC8,3632.4,1716.4,1916,1.116,0.2,0.33,1,0.4043,6330,1900,2225,1440,1649,1368,1867,1747,2000,1995,1971
ENSG00000005882,PDK2,778.2,418.4,359.8,0.86,-0.2,0.33,1,0.4045,6335,612,457,374,311,338,383,372,325,370,349
ENSG00000132635,PCED1A,4794.6,2210,2584.6,1.169,0.2,0.33,1,0.4052,6345,3616,2396,1683,1682,1673,2433,2781,2560,2724,2425
ENSG00000141030,COPS3,2838.6,1566.8,1271.8,0.812,-0.3,0.33,1,0.4052,6346,719,1340,1456,2908,1411,1416,1306,1176,1181,1280
ENSG00000138600,SPPL2A,3248.4,1751.6,1496.8,0.855,-0.2,0.33,1,0.4065,6366,958,1827,1425,2219,2329,1420,1452,1399,1516,1697
ENSG00000111737,RAB35,4066.8,1899.4,2167.4,1.141,0.2,0.33,1,0.4067,6370,2102,2065,2486,1667,1177,2241,1933,2295,2266,2102
ENSG00000235072,ARNILA,61.4,27,34.4,1.275,0.4,0.33,1,0.4067,6370,29,19,38,18,31,44,30,42,40,16
ENSG00000149716,LTO1,1654.6,785,869.6,1.108,0.1,0.33,1,0.4067,6371,938,744,792,779,672,823,867,939,958,761
ENSG00000076555,ACACB,1471.8,835.2,636.6,0.762,-0.4,0.33,1,0.4067,6373,1756,804,665,319,632,752,764,650,635,382
ENSG00000255455,ENSG00000255455,665,282.8,382.2,1.35,0.4,0.33,1,0.4067,6373,471,295,126,440,82,370,359,428,333,421
ENSG00000240889,NDUFB2-AS1,39,17,22,1.325,0.4,0.33,1,0.4071,6379,18,8,35,14,10,20,23,25,25,17
ENSG00000108239,TBC1D12,794.6,355,439.6,1.236,0.3,0.33,1,0.4071,6379,469,507,272,211,316,448,561,316,289,584
ENSG00000104897,SF3A2,5506,2564.4,2941.6,1.147,0.2,0.34,1,0.4075,6387,1940,2122,1933,3579,3248,2903,2853,2934,3140,2878
ENSG00000198948,MFAP3L,423.6,180.2,243.4,1.348,0.4,0.34,1,0.4075,6387,106,305,263,108,119,409,265,245,191,107
ENSG00000214776,ENSG00000214776,61.2,42.8,18.4,0.441,-1.2,0.34,1,0.4077,6390,3,2,35,79,95,0,0,26,30,36
ENSG00000152348,ATG10,369.4,166.4,203,1.219,0.3,0.34,1,0.4078,6393,216,170,164,186,96,259,150,246,148,212
ENSG00000112335,SNX3,5728.4,2706.6,3021.8,1.116,0.2,0.34,1,0.4078,6393,2252,3573,2815,2193,2700,3322,3044,2838,2736,3169
ENSG00000164291,ARSK,216.6,119,97.6,0.822,-0.3,0.34,1,0.4079,6395,91,154,100,104,146,97,95,92,138,66
ENSG00000158792,SPATA2L,587.8,269.8,318,1.179,0.2,0.34,1,0.4082,6400,251,208,341,315,234,444,333,296,243,274
ENSG00000224914,LINC00863,170.2,77.6,92.6,1.193,0.3,0.34,1,0.4087,6408,83,80,86,84,55,111,100,95,92,65
ENSG00000136891,TEX10,1459.6,772,687.6,0.891,-0.2,0.34,1,0.4089,6413,686,792,699,1038,645,682,732,695,703,626
ENSG00000240527,ENSG00000240527,190,85.6,104.4,1.217,0.3,0.34,1,0.409,6415,108,116,83,64,57,91,106,89,103,133
ENSG00000151287,TEX30,225.2,124,101.2,0.817,-0.3,0.34,1,0.4092,6419,81,150,123,177,89,90,130,87,113,86
ENSG00000189233,NUGGC,274.2,160,114.2,0.712,-0.5,0.34,1,0.4094,6422,256,197,168,41,138,62,93,77,231,108
ENSG00000100387,RBX1,2342.8,1250.8,1092,0.873,-0.2,0.34,1,0.4095,6424,761,1284,1239,1265,1705,1063,1182,1171,993,1051
ENSG00000148396,SEC16A,9113.6,4357.2,4756.4,1.092,0.1,0.34,1,0.4099,6431,4540,4227,4128,5001,3890,4577,4786,4365,4797,5257
ENSG00000137947,GTF2B,1434.6,666.4,768.2,1.153,0.2,0.34,1,0.4101,6434,495,637,607,608,985,968,715,689,756,713
ENSG00000023287,RB1CC1,3206.2,1742.2,1464,0.841,-0.3,0.34,1,0.4101,6435,858,1731,1956,2618,1548,1675,1409,1245,1374,1617
ENSG00000082898,XPO1,10116.2,5528.8,4587.4,0.83,-0.3,0.34,1,0.4101,6436,2859,4422,6902,4355,9106,4611,4630,4513,4732,4451
ENSG00000124198,ARFGEF2,4335.2,2044.4,2290.8,1.121,0.2,0.34,1,0.4101,6436,1448,1925,2714,2009,2126,2498,2209,2150,2351,2246
ENSG00000263120,ENSG00000263120,24.4,14.4,10,0.684,-0.5,0.34,1,0.4106,6444,10,16,1,22,23,13,5,8,9,15
ENSG00000270210,ENSG00000270210,43.4,16.4,27,1.555,0.6,0.34,1,0.4107,6446,28,35,5,7,7,50,32,26,22,5
ENSG00000099204,ABLIM1,8017.8,3440.4,4577.4,1.331,0.4,0.34,1,0.4107,6447,4005,1869,4607,5172,1549,5389,5430,6281,4207,1580
ENSG00000261879,ZNF594-DT,120,52.4,67.6,1.283,0.4,0.34,1,0.4109,6451,91,53,26,58,34,46,71,67,67,87
ENSG00000146350,TBC1D32,317.2,175.6,141.6,0.806,-0.3,0.34,1,0.4109,6451,115,263,128,126,246,176,159,137,127,109
ENSG00000285976,ENSG00000285976,110,61.2,48.8,0.8,-0.3,0.34,1,0.4126,6477,36,47,60,66,97,53,50,55,55,31
ENSG00000086102,NFX1,3524.8,1867.4,1657.4,0.888,-0.2,0.34,1,0.4126,6478,1736,1441,1465,2365,2330,1779,1635,1710,1588,1575
ENSG00000099203,TMED1,374.8,201.4,173.4,0.861,-0.2,0.34,1,0.4127,6479,196,218,243,207,143,181,162,190,175,159
ENSG00000162086,ZNF75A,1391.2,647,744.2,1.151,0.2,0.34,1,0.4127,6480,597,553,642,474,969,701,765,850,663,742
ENSG00000184743,ATL3,2722.8,1468.2,1254.6,0.854,-0.2,0.34,1,0.4127,6482,1344,2244,1377,1457,919,971,1315,1099,1498,1390
ENSG00000164181,ELOVL7,297.8,123,174.8,1.425,0.5,0.34,1,0.4131,6489,34,77,64,200,240,276,195,150,146,107
ENSG00000175591,P2RY2,540.8,225.8,315,1.398,0.5,0.34,1,0.4134,6493,200,82,375,398,74,480,305,300,299,191
ENSG00000099899,TRMT2A,3739,1779.6,1959.4,1.101,0.1,0.34,1,0.4136,6497,1690,1425,1740,1947,2096,1719,1891,2020,2053,2114
ENSG00000160917,CPSF4,2563.8,1396,1167.8,0.837,-0.3,0.34,1,0.4137,6499,1050,788,1564,1214,2364,1197,1265,1127,1131,1119
ENSG00000276966,H4C5,61.6,35.6,26,0.725,-0.5,0.34,1,0.4139,6502,15,34,20,30,79,38,30,18,14,30
ENSG00000245025,ENSG00000245025,32.6,13,19.6,1.47,0.6,0.34,1,0.4139,6502,23,20,4,4,14,11,13,24,40,10
ENSG00000168476,REEP4,3598,1628,1970,1.211,0.3,0.34,1,0.4143,6510,1158,1035,2300,2575,1072,1827,2057,1696,1922,2348
ENSG00000141384,TAF4B,577,329.6,247.4,0.751,-0.4,0.34,1,0.4143,6510,191,383,160,229,685,310,293,308,171,155
ENSG00000241839,PLEKHO2,4846.8,2135.6,2711.2,1.269,0.3,0.34,1,0.4144,6511,3772,2980,1729,1229,968,3500,2078,2612,2812,2554
ENSG00000283297,TEX52,195.2,86.4,108.8,1.264,0.3,0.34,1,0.4148,6519,79,61,63,166,63,126,119,92,126,81
ENSG00000226833,PPP1CB-DT,33.6,19,14.6,0.77,-0.4,0.34,1,0.4149,6521,18,17,31,12,17,14,13,11,8,27
ENSG00000204348,DXO,414.6,223.6,191,0.854,-0.2,0.34,1,0.4149,6521,299,221,233,155,210,212,214,168,167,194
ENSG00000170525,PFKFB3,7673.6,3386.8,4286.8,1.266,0.3,0.34,1,0.415,6524,3372,2388,2865,4268,4041,8786,4253,3218,2357,2820
ENSG00000166170,BAG5,2815.6,1503.6,1312,0.873,-0.2,0.34,1,0.4153,6529,1365,1026,1511,1611,2005,1702,1175,1401,1164,1118
ENSG00000187098,MITF,533.8,306.4,227.4,0.74,-0.4,0.34,1,0.4155,6532,374,655,251,115,137,234,258,164,220,261
ENSG00000119514,GALNT12,372.2,209.4,162.8,0.777,-0.4,0.34,1,0.4155,6533,328,139,247,208,125,187,183,223,152,69
ENSG00000149150,SLC43A1,642.4,368.6,273.8,0.741,-0.4,0.34,1,0.4161,6543,689,519,351,155,129,191,321,231,327,299
ENSG00000214999,ENSG00000214999,36.6,23.8,12.8,0.573,-0.8,0.34,1,0.4162,6545,3,3,18,81,14,15,13,18,8,10
ENSG00000135318,NT5E,509,302.2,206.8,0.683,-0.5,0.34,1,0.4162,6545,509,582,186,80,154,84,252,349,141,208
ENSG00000101247,NDUFAF5,849.6,392.2,457.4,1.165,0.2,0.34,1,0.4165,6551,323,541,277,396,424,541,541,431,398,376
ENSG00000165475,CRYL1,1240,557,683,1.226,0.3,0.34,1,0.4167,6554,745,844,478,463,255,746,859,646,537,627
ENSG00000155363,MOV10,5424.2,2864.8,2559.4,0.893,-0.2,0.34,1,0.4167,6554,3523,2553,2336,2611,3301,2394,2015,2973,2707,2708
ENSG00000104885,DOT1L,4505,2141.8,2363.2,1.103,0.1,0.34,1,0.4167,6555,1960,2077,1764,2541,2367,2018,2312,2323,2467,2696
ENSG00000078795,PKD2L2,27,11.4,15.6,1.338,0.4,0.34,1,0.4168,6556,4,15,14,8,16,23,23,9,12,11
ENSG00000124091,GCNT7,60.2,26.4,33.8,1.296,0.4,0.34,1,0.4169,6558,21,15,34,21,41,57,26,24,23,39
ENSG00000278922,ENSG00000278922,109.8,61,48.8,0.799,-0.3,0.34,1,0.4169,6559,50,51,44,91,69,55,74,32,35,48
ENSG00000170473,PYM1,1130.6,610,520.6,0.853,-0.2,0.34,1,0.4176,6570,462,586,987,541,474,420,516,520,552,595
ENSG00000184232,OAF,2516.2,1375.8,1140.4,0.829,-0.3,0.35,1,0.4179,6575,2181,1203,763,1850,882,1200,1107,1017,1164,1214
ENSG00000279696,ENSG00000279696,80,35,45,1.269,0.3,0.35,1,0.4181,6579,44,51,19,17,44,40,44,41,53,47
ENSG00000137218,FRS3,596.8,271.6,325.2,1.196,0.3,0.35,1,0.4183,6583,385,281,300,188,204,255,391,269,285,426
ENSG00000228889,UBAC2-AS1,48,22,26,1.205,0.3,0.35,1,0.4184,6584,17,20,26,22,25,27,26,27,16,34
ENSG00000136689,IL1RN,2257.6,1339.2,918.4,0.686,-0.5,0.35,1,0.4184,6585,1205,771,390,3828,502,631,1097,1036,762,1066
ENSG00000204178,MACO1,1430.2,761,669.2,0.879,-0.2,0.35,1,0.4184,6586,860,1043,629,654,619,753,738,659,618,578
ENSG00000034713,GABARAPL2,2847.6,1334,1513.6,1.134,0.2,0.35,1,0.4188,6592,1369,1744,1409,1324,824,1412,1616,1562,1422,1556
ENSG00000272555,ENSG00000272555,38.8,15.2,23.6,1.534,0.6,0.35,1,0.4188,6593,22,21,29,3,1,17,39,20,24,18
ENSG00000169247,SH3TC2,98.8,41,57.8,1.413,0.5,0.35,1,0.4188,6594,61,32,11,79,22,89,77,33,46,44
ENSG00000165240,ATP7A,1075.2,570.4,504.8,0.886,-0.2,0.35,1,0.4189,6595,490,576,762,561,463,472,474,488,518,572
ENSG00000124251,TP53TG5,95.6,43.2,52.4,1.208,0.3,0.35,1,0.4191,6599,46,49,45,40,36,75,51,32,56,48
ENSG00000232815,DUX4L50,241.6,105.4,136.2,1.297,0.4,0.35,1,0.4193,6603,105,46,101,156,119,65,108,150,166,192
ENSG00000198393,ZNF26,1567.8,727.6,840.2,1.155,0.2,0.35,1,0.4194,6604,835,897,834,627,445,1009,830,912,737,713
ENSG00000106034,CPED1,592.8,253,339.8,1.338,0.4,0.35,1,0.4194,6605,328,497,177,126,137,469,191,250,309,480
ENSG00000169221,TBC1D10B,4436,2116,2320,1.096,0.1,0.35,1,0.4194,6606,2220,2196,2233,2019,1912,1976,2389,2047,2385,2803
ENSG00000145337,PYURF,2194.6,1167,1027.6,0.881,-0.2,0.35,1,0.4196,6610,727,1250,1342,1080,1436,1072,967,1131,1032,936
ENSG00000168172,HOOK3,3692.8,1697.2,1995.6,1.176,0.2,0.35,1,0.4197,6611,1176,1620,1112,2249,2329,1867,2097,1540,1943,2531
ENSG00000107874,CUEDC2,1914.4,895.4,1019,1.138,0.2,0.35,1,0.4201,6618,1079,1112,946,710,630,924,1084,1013,902,1172
ENSG00000010030,ETV7,349,203.8,145.2,0.712,-0.5,0.35,1,0.4205,6624,271,243,270,137,98,77,42,290,125,192
ENSG00000001036,FUCA2,2069.4,1105.8,963.6,0.871,-0.2,0.35,1,0.4206,6627,1289,1548,1072,739,881,1000,1008,821,946,1043
ENSG00000131591,C1orf159,1770.6,932.2,838.4,0.9,-0.2,0.35,1,0.4206,6628,915,754,1126,812,1054,872,866,876,848,730
ENSG00000182247,UBE2E2,942.4,527,415.4,0.786,-0.3,0.35,1,0.4208,6630,493,1003,476,237,426,585,263,371,404,454
ENSG00000278962,ENSG00000278962,67.8,27.4,40.4,1.447,0.5,0.35,1,0.4208,6631,58,40,11,11,17,57,36,53,44,12
ENSG00000180488,MIGA1,1041.4,476.4,565,1.187,0.2,0.35,1,0.4208,6631,297,413,657,340,675,592,590,516,624,503
ENSG00000078142,PIK3C3,2380.6,1104.6,1276,1.155,0.2,0.35,1,0.4209,6634,975,1360,719,873,1596,1324,1208,1305,1311,1232
ENSG00000160408,ST6GALNAC6,47,20.8,26.2,1.246,0.3,0.35,1,0.4213,6640,36,19,22,15,12,20,29,30,29,23
ENSG00000109854,HTATIP2,2044.8,1173.2,871.6,0.744,-0.4,0.35,1,0.4213,6640,607,724,2751,1366,418,804,855,886,876,937
ENSG00000226318,RPS3AP38,34.8,14.4,20.4,1.366,0.4,0.35,1,0.4213,6642,13,24,10,3,22,12,23,23,19,25
ENSG00000275549,STPG3-AS1,48.8,28.6,20.2,0.716,-0.5,0.35,1,0.4213,6642,49,5,33,15,41,20,21,21,19,20
ENSG00000172888,ZNF621,2173.2,1033.4,1139.8,1.102,0.1,0.35,1,0.4213,6642,1181,1134,871,1034,947,1011,1147,1038,1214,1289
ENSG00000175105,ZNF654,1114.6,502.8,611.8,1.218,0.3,0.35,1,0.4214,6644,317,323,355,819,700,546,611,662,650,590
ENSG00000229816,DDX50P1,74.2,32.6,41.6,1.298,0.4,0.35,1,0.4214,6645,18,22,26,39,58,59,29,50,42,28
ENSG00000143093,STRIP1,3132.6,1483.2,1649.4,1.112,0.2,0.35,1,0.4214,6645,1386,1399,1158,1458,2015,1613,1597,1671,1738,1628
ENSG00000171291,ZNF439,646.4,273,373.4,1.364,0.4,0.35,1,0.4216,6649,510,452,165,90,148,457,455,399,244,312
ENSG00000261604,ENSG00000261604,45.8,27.2,18.6,0.687,-0.5,0.35,1,0.4217,6650,19,20,14,18,65,44,15,11,13,10
ENSG00000130414,NDUFA10,4935,2324,2611,1.124,0.2,0.35,1,0.4218,6652,2352,2140,3325,2066,1737,2732,2529,2595,2505,2694
ENSG00000166734,GOLM2,3332.8,1780.2,1552.6,0.872,-0.2,0.35,1,0.4219,6654,1225,2571,1855,1969,1281,1650,1534,1498,1578,1503
ENSG00000149657,LSM14B,3756,2076.4,1679.6,0.809,-0.3,0.35,1,0.422,6657,1249,1362,4016,1298,2457,1566,1641,1808,1675,1708
ENSG00000163806,SPDYA,84.2,36.4,47.8,1.313,0.4,0.35,1,0.4223,6662,16,36,35,32,63,82,52,38,30,37
ENSG00000258366,RTEL1,222.8,101.4,121.4,1.195,0.3,0.35,1,0.4227,6668,128,118,83,65,113,123,122,95,135,132
ENSG00000169223,LMAN2,6035.6,2879.6,3156,1.096,0.1,0.35,1,0.4228,6670,3133,2803,2800,2574,3088,2795,2745,3173,3261,3806
ENSG00000130304,SLC27A1,2441.2,1095.4,1345.8,1.227,0.3,0.35,1,0.4229,6672,1804,1321,842,846,664,1011,1407,969,1283,2059
ENSG00000278126,ENSG00000278126,58.8,33.2,25.6,0.759,-0.4,0.35,1,0.4229,6673,50,58,23,18,17,28,32,30,21,17
ENSG00000125618,PAX8,375,152.6,222.4,1.453,0.5,0.35,1,0.4236,6684,86,300,199,131,47,74,350,279,303,106
ENSG00000223478,ZDHHC12-DT,106.4,47.6,58.8,1.234,0.3,0.35,1,0.4241,6692,42,40,42,80,34,57,50,79,65,43
ENSG00000161298,ZNF382,257.8,111.8,146,1.3,0.4,0.35,1,0.4246,6700,142,182,130,41,64,126,164,184,143,113
ENSG00000103227,LMF1,1392,644,748,1.161,0.2,0.35,1,0.4247,6703,1049,565,539,612,455,712,713,777,761,777
ENSG00000186810,CXCR3,382.8,165.6,217.2,1.309,0.4,0.35,1,0.4248,6706,191,221,262,59,95,157,183,201,324,221
ENSG00000261766,ENSG00000261766,30,17,13,0.774,-0.4,0.35,1,0.4254,6714,18,13,11,21,22,19,5,10,14,17
ENSG00000256029,ENSG00000256029,169.4,95.6,73.8,0.771,-0.4,0.35,1,0.4254,6715,103,133,70,122,50,58,38,82,128,63
ENSG00000118495,PLAGL1,2686.8,1465.2,1221.6,0.834,-0.3,0.35,1,0.4255,6718,1655,1606,834,2169,1062,1160,1641,911,961,1435
ENSG00000106399,RPA3,586.4,326,260.4,0.801,-0.3,0.35,1,0.4259,6723,132,264,449,358,427,300,305,285,246,166
ENSG00000188848,BEND4,102.2,39,63.2,1.632,0.7,0.35,1,0.4262,6729,16,11,41,4,123,42,68,74,42,90
ENSG00000171456,ASXL1,9054.8,4297.6,4757.2,1.107,0.1,0.35,1,0.4262,6729,4405,4054,4531,3303,5195,4685,4989,4837,5270,4005
ENSG00000105287,PRKD2,5956.8,2742.8,3214,1.172,0.2,0.35,1,0.4263,6732,3735,2137,2682,1479,3681,2920,3421,3473,3206,3050
ENSG00000149541,B3GAT3,3222.2,1503.6,1718.6,1.143,0.2,0.35,1,0.4267,6739,1785,1552,2049,1147,985,1604,1699,1871,1734,1685
ENSG00000148803,FUOM,505.6,229,276.6,1.207,0.3,0.35,1,0.4269,6741,201,282,347,186,129,214,303,296,313,257
ENSG00000259959,ENSG00000259959,165.8,70.8,95,1.333,0.4,0.35,1,0.427,6743,113,122,55,37,27,71,122,77,102,103
ENSG00000068323,TFE3,5974.4,2828.6,3145.8,1.112,0.2,0.35,1,0.427,6744,2967,2978,2715,3475,2008,2859,3183,2996,3105,3586
ENSG00000004700,RECQL,2025.4,907.6,1117.8,1.232,0.3,0.35,1,0.427,6745,448,935,830,1711,614,967,965,1122,1273,1262
ENSG00000205133,TRIQK,772.8,355.8,417,1.171,0.2,0.35,1,0.4271,6747,303,510,274,286,406,480,404,312,384,505
ENSG00000105255,FSD1,199.2,123,76.2,0.623,-0.7,0.35,1,0.4274,6751,23,160,324,28,80,108,65,111,75,22
ENSG00000184925,LCN12,123.2,68.4,54.8,0.8,-0.3,0.35,1,0.4274,6752,81,53,76,35,97,68,36,54,68,48
ENSG00000171824,EXOSC10,3473.6,1660.2,1813.4,1.092,0.1,0.35,1,0.4274,6753,1649,1761,1908,1661,1322,1920,1796,1811,1845,1695
ENSG00000143412,ANXA9,371.4,160,211.4,1.319,0.4,0.35,1,0.4278,6760,328,187,146,75,64,180,234,192,236,215
ENSG00000124181,PLCG1,12124,5583,6541,1.172,0.2,0.35,1,0.428,6763,5713,5291,5104,4554,7253,6480,7084,8329,7482,3330
ENSG00000165526,RPUSD4,1533.2,827.2,706,0.853,-0.2,0.36,1,0.4284,6771,756,852,448,1277,803,745,667,694,669,755
ENSG00000235280,MCF2L-AS1,37.8,23,14.8,0.673,-0.6,0.36,1,0.4286,6774,16,19,40,14,26,15,20,31,7,1
ENSG00000155542,SETD9,215.8,96.2,119.6,1.248,0.3,0.36,1,0.429,6782,68,74,102,141,96,193,68,126,108,103
ENSG00000085721,RRN3,720.8,392.2,328.6,0.839,-0.3,0.36,1,0.4291,6782,261,303,505,311,581,329,331,320,408,255
ENSG00000106565,TMEM176B,9387.8,3432.2,5955.6,1.735,0.8,0.36,1,0.4292,6785,4626,4862,4244,1399,2030,190,2071,8608,2885,16024
ENSG00000184752,NDUFA12,1319.2,617,702.2,1.138,0.2,0.36,1,0.4292,6786,384,742,617,624,718,627,667,753,775,689
ENSG00000279330,ENSG00000279330,51.8,22.6,29.2,1.292,0.4,0.36,1,0.4293,6787,47,18,22,11,15,34,27,33,29,23
ENSG00000120963,ZNF706,4380,2028.8,2351.2,1.159,0.2,0.36,1,0.4294,6790,1335,2251,2108,3009,1441,2803,2373,2391,2066,2123
ENSG00000185046,ANKS1B,32.6,20.4,12.2,0.607,-0.7,0.36,1,0.4294,6790,12,12,4,4,70,7,14,6,14,20
ENSG00000268366,SERTAD3-AS1,106.2,69.6,36.6,0.529,-0.9,0.36,1,0.4297,6795,20,10,16,8,294,58,19,23,34,49
ENSG00000149923,PPP4C,5953,2809,3144,1.119,0.2,0.36,1,0.4299,6800,2026,2610,2650,3017,3742,3105,3014,3020,2915,3666
ENSG00000136514,RTP4,266.2,114,152.2,1.335,0.4,0.36,1,0.4301,6802,174,112,93,160,31,97,108,165,162,229
ENSG00000245149,RNF139-DT,258.6,141.8,116.8,0.822,-0.3,0.36,1,0.4301,6803,205,176,96,131,101,83,146,115,128,112
ENSG00000241489,ENSG00000241489,165.8,73.4,92.4,1.259,0.3,0.36,1,0.4302,6805,116,48,97,44,62,129,75,99,66,93
ENSG00000118515,SGK1,18890.8,10326.8,8564,0.829,-0.3,0.36,1,0.4302,6806,10401,8005,5816,13329,14083,9415,10257,6242,5693,11213
ENSG00000196810,CTBP1-DT,1282.8,581.6,701.2,1.207,0.3,0.36,1,0.4303,6808,671,481,756,724,276,728,479,888,795,616
ENSG00000164494,PDSS2,751.8,401.2,350.6,0.873,-0.2,0.36,1,0.4304,6809,370,532,307,316,481,351,366,363,330,343
ENSG00000211455,STK38L,2898.2,1592.2,1306,0.82,-0.3,0.36,1,0.4304,6810,787,1790,1043,1700,2641,1121,1534,1006,1307,1562
ENSG00000139350,NEDD1,1005.6,541.4,464.2,0.858,-0.2,0.36,1,0.4304,6810,298,606,531,632,640,471,469,552,471,358
ENSG00000116478,HDAC1,7906.4,4232.2,3674.2,0.868,-0.2,0.36,1,0.4306,6814,3349,3107,6633,4634,3438,3339,3664,3999,3958,3411
ENSG00000079435,LIPE,429.6,256,173.6,0.678,-0.6,0.36,1,0.4306,6815,174,176,81,88,761,146,208,224,184,106
ENSG00000067208,EVI5,1227.4,651.2,576.2,0.885,-0.2,0.36,1,0.4307,6817,510,787,706,590,663,661,579,452,509,680
ENSG00000115604,IL18R1,830.6,368.6,462,1.252,0.3,0.36,1,0.4307,6818,594,395,266,370,218,622,379,485,601,223
ENSG00000285632,ENSG00000285632,75.8,41.4,34.4,0.833,-0.3,0.36,1,0.4308,6819,51,38,38,25,55,39,33,36,30,34
ENSG00000254815,LMNTD2-AS1,58.6,34.6,24,0.7,-0.5,0.36,1,0.4311,6824,22,10,19,30,92,17,25,23,33,22
ENSG00000181222,POLR2A,15806.2,8496.8,7309.4,0.86,-0.2,0.36,1,0.4321,6841,6260,5909,7837,13724,8754,8177,6792,7290,7667,6621
ENSG00000285830,ENSG00000285830,37.8,16.2,21.6,1.365,0.4,0.36,1,0.4322,6843,11,5,11,17,37,27,25,15,23,18
ENSG00000259081,ENSG00000259081,71.4,31,40.4,1.288,0.4,0.36,1,0.4326,6849,64,26,27,12,26,42,39,42,43,36
ENSG00000138134,STAMBPL1,758.6,339.8,418.8,1.23,0.3,0.36,1,0.4327,6851,442,516,352,144,245,427,404,512,385,366
ENSG00000161547,SRSF2,9742.6,4565,5177.6,1.134,0.2,0.36,1,0.4328,6853,3792,4278,3899,4378,6478,6858,5084,4785,4749,4412
ENSG00000155016,CYP2U1,476,271,205,0.754,-0.4,0.36,1,0.4331,6859,415,483,233,94,130,172,159,221,220,253
ENSG00000108021,TASOR2,3978.4,2075.6,1902.8,0.917,-0.1,0.36,1,0.4335,6865,1734,1971,2360,2091,2222,2078,1909,1908,1967,1652
ENSG00000251023,ENSG00000251023,46.2,20,26.2,1.312,0.4,0.36,1,0.4335,6866,20,17,14,11,38,20,49,20,20,22
ENSG00000197530,MIB2,6838.8,3159.8,3679,1.164,0.2,0.36,1,0.4336,6868,4095,3449,3150,2988,2117,3248,2186,4338,4117,4506
ENSG00000269386,RAB11B-AS1,96.8,54.8,42,0.764,-0.4,0.36,1,0.4338,6872,75,68,70,44,17,36,59,36,26,53
ENSG00000163956,LRPAP1,6877.4,3281.8,3595.6,1.096,0.1,0.36,1,0.4339,6873,3353,3561,3256,3087,3152,3018,3694,3237,3548,4481
ENSG00000120885,CLU,9531,5733.8,3797.2,0.662,-0.6,0.36,1,0.434,6876,17946,1870,4214,3223,1416,4760,4600,2584,2327,4715
ENSG00000164967,RPP25L,674,365,309,0.848,-0.2,0.36,1,0.4342,6879,290,276,339,443,477,199,315,310,307,414
ENSG00000151882,CCL28,349,138,211,1.529,0.6,0.36,1,0.4344,6883,183,109,51,12,335,269,234,242,177,133
ENSG00000198590,APRG1,102.4,45.6,56.8,1.24,0.3,0.36,1,0.4346,6886,57,52,37,29,53,95,57,42,47,43
ENSG00000166575,TMEM135,600.4,331.6,268.8,0.811,-0.3,0.36,1,0.4348,6890,331,359,348,122,498,313,280,238,233,280
ENSG00000232545,ENSG00000232545,162.8,70,92.8,1.335,0.4,0.36,1,0.4349,6892,33,26,71,144,76,111,86,108,88,71
ENSG00000245750,DRAIC,93.8,59,34.8,0.588,-0.8,0.36,1,0.4355,6902,45,36,40,37,137,7,27,14,5,121
ENSG00000253716,MINCR,265.4,144.8,120.6,0.834,-0.3,0.36,1,0.4357,6906,174,124,89,152,185,161,95,112,127,108
ENSG00000119318,RAD23B,5818.6,3110.4,2708.2,0.871,-0.2,0.36,1,0.4359,6909,2006,3128,3972,4182,2264,3056,2557,2609,2584,2735
ENSG00000108312,UBTF,7196,3438,3758,1.093,0.1,0.36,1,0.4359,6910,3897,3511,3236,3242,3304,3397,4091,4138,4065,3099
ENSG00000126903,SLC10A3,2090,1104.6,985.4,0.892,-0.2,0.36,1,0.4365,6920,1083,918,1315,1390,817,1044,979,1003,1034,867
ENSG00000065802,ASB1,2661.4,1234.4,1427,1.156,0.2,0.36,1,0.4367,6922,1187,1539,1492,1317,637,1212,1584,1470,1438,1431
ENSG00000197375,SLC22A5,1044,562.8,481.2,0.855,-0.2,0.36,1,0.4367,6923,571,388,445,855,555,367,453,529,598,459
ENSG00000067992,PDK3,1027.8,448.4,579.4,1.292,0.4,0.36,1,0.4368,6926,173,323,330,420,996,580,494,555,551,717
ENSG00000138593,SECISBP2L,3262.2,1555.6,1706.6,1.097,0.1,0.36,1,0.4379,6945,1329,1468,1351,1883,1747,1818,1657,1712,1788,1558
ENSG00000221994,ZNF630,223.6,150.8,72.8,0.483,-1,0.36,1,0.438,6946,141,121,0,381,111,83,88,0,108,85
ENSG00000140740,UQCRC2,6500.6,3121.4,3379.2,1.083,0.1,0.37,1,0.4386,6956,2687,3584,3142,3205,2989,3487,3346,3327,3262,3474
ENSG00000030066,NUP160,3108.8,1476.4,1632.4,1.106,0.1,0.37,1,0.4393,6968,1140,1516,1353,1437,1936,1697,1726,1629,1553,1557
ENSG00000007376,RPUSD1,1760.4,804.2,956.2,1.19,0.3,0.37,1,0.4395,6971,596,531,1018,555,1321,785,953,1041,973,1029
