name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A133.T,A134.T,A140.T,A144.T,A152.T,A133.N,A134.N,A140.N,A144.N,A152.N
ENSG00000145506,NKD2,743.4,743.2,0.2,0,-11.1,1.5e-8,3e-4,0,0,867,1324,463,806,256,0,0,0,1,0
ENSG00000139926,FRMD6,2422,2402.2,19.8,0.008,-6.9,1.5e-8,3e-4,0,0,1464,2418,1323,4782,2024,30,15,23,21,10
ENSG00000099194,SCD,7057,6793,264,0.039,-4.7,1.5e-8,3e-4,0,0,7358,5643,4465,6538,9961,130,279,364,244,303
ENSG00000095015,MAP3K1,8233.4,788.8,7444.6,9.438,3.2,1.6e-8,3e-4,0,0,944,738,912,780,570,8645,8788,7389,7851,4550
ENSG00000177045,SIX5,312,303.8,8.2,0.027,-5.2,1.6e-8,3e-4,0,0,374,293,329,272,251,13,5,7,5,11
ENSG00000087077,TRIP6,3213.4,2875.8,337.6,0.117,-3.1,1.6e-8,3e-4,0,0,2572,1841,3051,2850,4065,295,392,343,310,348
ENSG00000086015,MAST2,4470.4,3817.6,652.8,0.171,-2.5,1.6e-8,3e-4,0,0,3869,5175,2816,3429,3799,681,606,593,735,649
ENSG00000069011,PITX1,1469.4,1468.8,0.6,0.001,-10.8,1.6e-8,3e-4,0,0,586,907,1381,1629,2841,2,1,0,0,0
ENSG00000113657,DPYSL3,7872.6,7858.2,14.4,0.002,-9.1,1.6e-8,3e-4,0,0,7319,16182,5134,4518,6138,25,25,11,5,6
ENSG00000130203,APOE,7222.8,7208,14.8,0.002,-8.9,1.6e-8,3e-4,0,0,11415,12270,6563,2067,3725,20,19,9,15,11
ENSG00000162733,DDR2,2127.6,2106.2,21.4,0.01,-6.6,1.7e-8,3e-4,0,0,2000,4336,1527,1197,1471,18,17,30,28,14
ENSG00000101162,TUBB1,4674.4,20.2,4654.2,232.842,7.9,1.7e-8,3e-4,0,0,32,7,33,7,22,6996,5649,4053,3968,2605
ENSG00000154096,THY1,4862.6,4862.4,0.2,0,-13.8,1.7e-8,3e-4,0,0,7003,10378,3555,1421,1955,0,0,1,0,0
ENSG00000166833,NAV2,1286,1267.8,18.2,0.014,-6.1,1.7e-8,3e-4,0,0,971,1707,674,1578,1409,13,37,14,13,14
ENSG00000186976,EFCAB6,89.8,84.8,5,0.059,-4.1,1.7e-8,3e-4,0,0,85,80,90,90,79,7,5,5,4,4
ENSG00000083857,FAT1,5168,5166.2,1.8,0,-11.4,1.8e-8,3e-4,0,0,3911,7870,2495,8742,2813,1,7,0,1,0
ENSG00000068137,PLEKHH3,1717.6,1671,46.6,0.028,-5.2,1.8e-8,3e-4,0,0,2021,993,1323,1255,2763,36,58,37,36,66
ENSG00000111679,PTPN6,18376.8,2730.2,15646.6,5.731,2.5,1.8e-8,3e-4,0,0,2816,2312,3301,3181,2041,14223,15682,15781,14816,17731
ENSG00000112655,PTK7,6613.4,6464.4,149,0.023,-5.4,1.8e-8,3e-4,0,0,5005,10494,6338,5179,5306,177,255,125,106,82
ENSG00000125841,NRSN2,1014.6,963.4,51.2,0.053,-4.2,1.8e-8,3e-4,0,0,1212,1035,1010,733,827,50,67,70,42,27
ENSG00000161544,CYGB,688,681.8,6.2,0.009,-6.8,1.8e-8,3e-4,0,0,861,695,848,539,466,2,12,3,4,10
ENSG00000185477,GPRIN3,4778.2,790.2,3988,5.046,2.3,1.8e-8,3e-4,0,0,761,1003,844,590,753,3792,4351,4264,4085,3448
ENSG00000126759,CFP,11497.8,128.2,11369.6,88.187,6.5,1.8e-8,3e-4,0,0,283,106,116,62,74,11248,10467,9751,10949,14433
ENSG00000173156,RHOD,441.8,440.6,1.2,0.003,-8.2,1.9e-8,4e-4,0,0,297,489,304,817,296,2,1,1,2,0
ENSG00000100196,KDELR3,901.8,885.8,16,0.018,-5.8,1.9e-8,4e-4,0,0,570,1503,839,1059,458,20,19,17,9,15
ENSG00000119397,CNTRL,5063.6,949.8,4113.8,4.332,2.1,2e-8,4e-4,0,0,1056,859,1024,1096,714,4352,4074,4047,4232,3864
ENSG00000129474,AJUBA,1514.6,1501.8,12.8,0.009,-6.8,2e-8,4e-4,0,0,715,1221,1134,1375,3064,12,13,18,15,6
ENSG00000071282,LMCD1,1349.2,1335,14.2,0.011,-6.5,2.1e-8,4e-4,0,0,1706,2328,1218,764,659,8,23,14,15,11
ENSG00000102996,MMP15,882,848.2,33.8,0.04,-4.7,2.1e-8,4e-4,0,0,1410,641,932,652,606,40,42,37,25,25
ENSG00000168743,NPNT,1825.6,1824.6,1,0.001,-10.5,2.1e-8,4e-4,0,0,2006,2875,865,663,2714,1,2,0,0,2
ENSG00000113645,WWC1,563.4,549.4,14,0.026,-5.3,2.1e-8,4e-4,0,0,612,580,631,418,506,12,13,18,22,5
ENSG00000197496,SLC2A10,915,911.2,3.8,0.004,-7.8,2.1e-8,4e-4,0,0,838,1358,895,732,733,2,5,9,3,0
ENSG00000073712,FERMT2,1450,1445.8,4.2,0.003,-8.3,2.2e-8,4e-4,0,0,1386,2754,1447,689,953,1,7,8,4,1
ENSG00000181458,TMEM45A,1303.8,1291.8,12,0.009,-6.7,2.2e-8,4e-4,0,0,1071,1366,1238,2175,609,23,15,7,8,7
ENSG00000113758,DBN1,3262.4,2951.2,311.2,0.105,-3.2,2.2e-8,4e-4,0,0,2565,3612,3686,1754,3139,260,283,284,345,384
ENSG00000070778,PTPN21,589.8,587,2.8,0.005,-7.6,2.2e-8,4e-4,0,0,801,895,311,641,287,6,2,3,1,2
ENSG00000189143,CLDN4,3362.6,3356.8,5.8,0.002,-9.1,2.3e-8,4e-4,0,0,1413,1744,7000,1867,4760,2,7,9,4,7
ENSG00000000003,TSPAN6,1001.2,992.2,9,0.009,-6.7,2.4e-8,4e-4,0,0,841,1385,879,675,1181,8,10,17,9,1
ENSG00000169992,NLGN2,3983.4,3698.4,285,0.077,-3.7,2.4e-8,4e-4,0,0,4217,3601,3998,3913,2763,327,372,318,270,138
ENSG00000188643,S100A16,4005,4004,1,0,-11.9,2.4e-8,4e-4,0,0,3291,4060,924,7778,3967,1,4,0,0,0
ENSG00000047457,CP,1662.4,1644,18.4,0.011,-6.5,2.5e-8,5e-4,0,0,1684,701,2237,969,2629,20,17,13,12,30
ENSG00000198399,ITSN2,6928.2,1663,5265.2,3.166,1.7,2.6e-8,5e-4,0,0,1801,1668,1578,1708,1560,5347,4914,5006,5138,5921
ENSG00000000938,FGR,28981.6,1043.8,27937.8,26.739,4.7,2.6e-8,5e-4,0,0,1748,1243,1033,541,654,25942,25243,26300,26626,35578
ENSG00000134874,DZIP1,757,756.4,0.6,0.001,-9.9,2.6e-8,5e-4,0,0,747,1330,325,566,814,2,1,0,0,0
ENSG00000164877,MICALL2,3703.4,3504.4,199,0.057,-4.1,2.6e-8,5e-4,0,0,4509,4453,2712,3995,1853,152,261,167,168,247
ENSG00000212747,RTL8B,542.8,526.8,16,0.03,-5,2.6e-8,5e-4,0,0,630,611,486,363,544,30,14,15,12,9
ENSG00000188404,SELL,18482.4,606.6,17875.8,29.459,4.9,2.6e-8,5e-4,0,0,888,465,910,326,444,13236,21229,23301,16779,14834
ENSG00000074181,NOTCH3,12233.6,12193.2,40.4,0.003,-8.2,2.7e-8,5e-4,0,0,11850,6855,19783,16082,6396,43,74,31,10,44
ENSG00000164099,PRSS12,551.6,545,6.6,0.012,-6.4,2.7e-8,5e-4,0,0,591,405,390,521,818,11,10,2,6,4
ENSG00000178078,STAP2,1379,1354.8,24.2,0.018,-5.8,2.7e-8,5e-4,0,0,737,1462,897,2550,1128,30,21,35,18,17
ENSG00000107957,SH3PXD2A,9132.2,8248.8,883.4,0.107,-3.2,2.7e-8,5e-4,0,0,8629,11870,7703,8174,4868,920,696,1020,860,921
ENSG00000164050,PLXNB1,7348,7144.4,203.6,0.028,-5.1,2.7e-8,5e-4,0,0,6067,6279,4943,8481,9952,135,336,111,163,273
ENSG00000136848,DAB2IP,2208.8,2182.6,26.2,0.012,-6.4,2.8e-8,5e-4,0,0,2441,1755,2383,3355,979,28,31,8,32,32
ENSG00000101670,LIPG,552.6,552.2,0.4,0.001,-9.9,2.8e-8,5e-4,0,0,839,429,893,220,380,0,0,1,0,1
ENSG00000129422,MTUS1,2733.2,2672,61.2,0.023,-5.4,2.9e-8,5e-4,0,0,3041,1493,4058,2438,2330,75,83,76,47,25
ENSG00000137161,CNPY3,8590.8,1973,6617.8,3.354,1.7,2.9e-8,5e-4,0,0,2041,1949,2102,1787,1986,6202,6413,6068,6636,7770
ENSG00000105419,MEIS3,588,585.6,2.4,0.004,-7.8,3e-8,6e-4,0,0,611,1028,777,261,251,4,2,3,1,2
ENSG00000117122,MFAP2,1888.2,1886.4,1.8,0.001,-9.9,3e-8,6e-4,0,0,1243,4526,1526,1069,1068,0,5,1,2,1
ENSG00000145824,CXCL14,1878.4,1878.2,0.2,0,-12.4,3e-8,6e-4,0,0,1828,3973,972,2151,467,1,0,0,0,0
ENSG00000153714,LURAP1L,428.4,422,6.4,0.016,-6,3e-8,6e-4,0,0,304,398,257,688,463,7,11,6,6,2
ENSG00000123131,PRDX4,2245.4,1886.8,358.6,0.19,-2.4,3e-8,6e-4,0,0,1507,2012,1611,1805,2499,351,311,389,339,403
ENSG00000006016,CRLF1,415.2,384.4,30.8,0.08,-3.6,3e-8,6e-4,0,0,312,292,457,341,520,36,33,31,24,30
ENSG00000130513,GDF15,455.2,448,7.2,0.016,-5.9,3e-8,6e-4,0,0,686,555,378,327,294,11,2,6,8,9
ENSG00000172379,ARNT2,728,727.6,0.4,0.001,-10.3,3e-8,6e-4,0,0,499,1344,422,1049,324,0,1,0,0,1
ENSG00000189058,APOD,527.6,526.8,0.8,0.002,-9,3e-8,6e-4,0,0,831,268,345,429,761,0,2,1,0,1
ENSG00000138771,SHROOM3,700.4,698.8,1.6,0.002,-8.7,3.1e-8,6e-4,0,0,479,854,764,276,1121,1,2,1,0,4
ENSG00000118849,RARRES1,889,884,5,0.006,-7.5,3.1e-8,6e-4,0,0,1832,679,1022,431,456,4,4,5,8,4
ENSG00000169783,LINGO1,208.4,208.2,0.2,0.002,-9.2,3.1e-8,6e-4,0,0,188,179,160,366,148,0,0,0,0,1
ENSG00000187678,SPRY4,1510,1510,0,0,-13.6,3.3e-8,6e-4,0,0,1983,1155,1758,958,1696,0,0,0,0,0
ENSG00000214193,SH3D21,850,772.8,77.2,0.1,-3.3,3.3e-8,6e-4,0,0,526,615,1035,925,763,78,76,97,67,68
ENSG00000140368,PSTPIP1,5777.2,612.4,5164.8,8.424,3.1,3.4e-8,6e-4,0,0,799,669,696,447,451,3997,5002,4258,6069,6498
ENSG00000198832,SELENOM,2349.8,2109.8,240,0.114,-3.1,3.4e-8,6e-4,0,0,2313,2842,1459,2354,1581,238,251,293,245,173
ENSG00000131242,RAB11FIP4,3327,597.4,2729.6,4.565,2.2,3.4e-8,6e-4,0,0,684,582,633,643,445,2901,2358,3117,2927,2345
ENSG00000124145,SDC4,3894.2,3751.6,142.6,0.038,-4.7,3.5e-8,7e-4,0,0,2939,3188,4457,2351,5823,210,107,113,91,192
ENSG00000139289,PHLDA1,2420.8,2288.4,132.4,0.058,-4.1,3.5e-8,7e-4,0,0,2018,2257,1532,3480,2155,191,133,139,71,128
ENSG00000139626,ITGB7,2970.2,262.4,2707.8,10.326,3.4,3.5e-8,7e-4,0,0,306,235,369,235,167,2255,2188,3175,3579,2342
ENSG00000214944,ARHGEF28,903.8,892,11.8,0.013,-6.2,3.5e-8,7e-4,0,0,609,533,1074,972,1272,13,4,10,22,10
ENSG00000173546,CSPG4,1286.4,1270,16.4,0.013,-6.3,3.5e-8,7e-4,0,0,1136,2473,1129,1087,525,13,19,9,19,22
ENSG00000106560,GIMAP2,2079.4,211.4,1868,8.821,3.1,3.5e-8,7e-4,0,0,281,259,238,135,144,1914,1762,1740,1858,2066
ENSG00000145423,SFRP2,9472,9470.8,1.2,0,-12.9,3.6e-8,7e-4,0,0,14824,18480,5294,7010,1746,0,1,0,1,4
ENSG00000272256,ENSG00000272256,179.8,4.6,175.2,36.873,5.2,3.6e-8,7e-4,0,0,3,3,8,3,6,205,141,171,131,228
ENSG00000089639,GMIP,9285.2,1385.2,7900,5.703,2.5,3.6e-8,7e-4,0,0,1799,1592,1304,1196,1035,6811,7350,7381,8367,9591
ENSG00000143669,LYST,10897.6,1233.8,9663.8,7.832,3,3.6e-8,7e-4,0,0,1427,1225,968,1690,859,8801,8079,9209,9804,12426
ENSG00000137868,STRA6,567.4,567,0.4,0.001,-9.9,3.6e-8,7e-4,0,0,151,675,788,674,547,1,1,0,0,0
ENSG00000081237,PTPRC,37781.4,2908.8,34872.6,11.986,3.6,3.7e-8,7e-4,0,0,3416,3896,3373,1488,2371,38368,30148,36222,36285,33340
ENSG00000060656,PTPRU,1158.8,1144,14.8,0.013,-6.3,3.7e-8,7e-4,0,0,1680,1453,1158,925,504,7,12,9,21,25
ENSG00000129003,VPS13C,9357,2228.6,7128.4,3.198,1.7,3.7e-8,7e-4,0,0,2004,2307,2416,2111,2305,7147,6249,7553,7550,7143
ENSG00000062370,ZNF112,152.2,145.8,6.4,0.045,-4.5,3.7e-8,7e-4,0,0,167,180,104,128,150,6,8,9,4,5
ENSG00000128833,MYO5C,861.4,819.8,41.6,0.051,-4.3,3.7e-8,7e-4,0,0,1133,504,684,540,1238,45,37,48,44,34
ENSG00000167994,RAB3IL1,700.6,695.6,5,0.007,-7.2,3.7e-8,7e-4,0,0,915,1160,637,392,374,4,6,3,2,10
ENSG00000065320,NTN1,1771.6,1760.4,11.2,0.007,-7.2,3.7e-8,7e-4,0,0,850,2625,1017,1476,2834,5,15,20,10,6
ENSG00000102359,SRPX2,825.8,825.4,0.4,0.001,-10.5,3.8e-8,7e-4,0,0,569,1656,834,689,379,2,0,0,0,0
ENSG00000147676,MAL2,1706.8,1704.4,2.4,0.001,-9.4,3.8e-8,7e-4,0,0,1191,1534,1577,2031,2189,6,0,6,0,0
ENSG00000115226,FNDC4,406.8,406.2,0.6,0.002,-9,3.9e-8,7e-4,0,0,434,584,220,345,448,2,1,0,0,0
ENSG00000105507,CABP5,91.6,0,91.6,309.687,8.3,3.9e-8,7e-4,0,0,0,0,0,0,0,104,102,122,92,38
ENSG00000168268,NT5DC2,2134.4,1908.4,226,0.118,-3.1,3.9e-8,7e-4,0,0,1840,2209,1800,1620,2073,152,304,179,195,300
ENSG00000121281,ADCY7,9593,1020.2,8572.8,8.398,3.1,3.9e-8,7e-4,0,0,1082,1449,1044,956,570,7924,8038,8085,9118,9699
ENSG00000102755,FLT1,2050,2018.8,31.2,0.016,-6,3.9e-8,7e-4,0,0,2002,1734,2774,1156,2428,28,59,37,11,21
ENSG00000205744,DENND1C,6462.2,897.8,5564.4,6.195,2.6,3.9e-8,7e-4,0,0,1332,920,856,671,710,5012,5496,5743,5779,5792
ENSG00000100600,LGMN,4737.4,4515.2,222.2,0.049,-4.3,3.9e-8,7e-4,0,0,6267,6475,3439,2501,3894,283,259,238,194,137
ENSG00000213160,KLHL23,386.6,370,16.6,0.045,-4.5,4e-8,7e-4,0,0,238,253,388,428,543,18,21,18,11,15
ENSG00000159167,STC1,717,716.8,0.2,0,-11,4.1e-8,8e-4,0,0,204,653,445,856,1426,0,0,1,0,0
ENSG00000187079,TEAD1,1579.4,1576.6,2.8,0.002,-9.1,4.1e-8,8e-4,0,0,1449,2324,1080,1199,1831,7,6,1,0,0
ENSG00000172236,TPSAB1,2333.4,2317.4,16,0.007,-7.2,4.2e-8,8e-4,0,0,5160,1933,957,2334,1203,19,17,17,18,9
ENSG00000198561,CTNND1,15447.4,13640,1807.4,0.133,-2.9,4.2e-8,8e-4,0,0,11148,9266,16589,19297,11900,1861,1739,1598,1799,2040
ENSG00000169242,EFNA1,2306.8,2290.6,16.2,0.007,-7.1,4.2e-8,8e-4,0,0,2123,1404,1634,4624,1668,13,23,30,8,7
ENSG00000111319,SCNN1A,3700.2,3661.2,39,0.011,-6.5,4.2e-8,8e-4,0,0,2538,1069,7139,3478,4082,39,49,33,42,32
ENSG00000110092,CCND1,1879.6,1854.2,25.4,0.014,-6.2,4.2e-8,8e-4,0,0,1813,3223,1680,2005,550,15,23,31,27,31
ENSG00000172752,COL6A5,258.8,258.6,0.2,0.001,-9.5,4.2e-8,8e-4,0,0,288,332,385,115,173,0,1,0,0,0
ENSG00000087245,MMP2,29466.8,29462.8,4,0,-12.9,4.2e-8,8e-4,0,0,37724,69869,18806,12535,8380,2,4,4,0,10
ENSG00000052344,PRSS8,1139.4,1132.8,6.6,0.006,-7.4,4.3e-8,8e-4,0,0,800,827,964,1263,1810,6,2,2,6,17
ENSG00000141756,FKBP10,4768.4,4748,20.4,0.004,-7.8,4.3e-8,8e-4,0,0,5679,9048,3847,1772,3394,37,8,29,12,16
ENSG00000136490,LIMD2,16953.4,1527.2,15426.2,10.096,3.3,4.4e-8,8e-4,0,0,1974,1988,1582,797,1295,14499,15396,17856,14235,15145
ENSG00000183579,ZNRF3,676.4,645.4,31,0.049,-4.4,4.4e-8,8e-4,0,0,331,527,698,657,1014,21,34,32,35,33
ENSG00000144730,IL17RD,222.6,220,2.6,0.013,-6.3,4.5e-8,8e-4,0,0,266,208,86,210,330,2,2,2,2,5
ENSG00000101443,WFDC2,1911.6,1909,2.6,0.001,-9.4,4.5e-8,8e-4,0,0,2291,1043,3957,666,1588,2,6,2,3,0
ENSG00000061676,NCKAP1,4359.8,4202.6,157.2,0.037,-4.7,4.5e-8,8e-4,0,0,2011,3307,5040,7025,3630,190,198,160,140,98
ENSG00000164647,STEAP1,776.8,775.6,1.2,0.002,-9.3,4.6e-8,9e-4,0,0,604,917,1129,625,603,0,5,0,0,1
ENSG00000198816,ZNF358,1069,906.6,162.4,0.179,-2.5,4.6e-8,9e-4,0,0,913,1086,621,953,960,180,147,170,161,154
ENSG00000133083,DCLK1,444,444,0,0,-11.8,4.7e-8,9e-4,0,0,412,365,582,414,447,0,0,0,0,0
ENSG00000101109,STK4,9425.4,1805.4,7620,4.22,2.1,4.7e-8,9e-4,0,0,1877,1943,1918,1284,2005,8448,7180,7897,7900,6675
ENSG00000165912,PACSIN3,999.4,993.8,5.6,0.006,-7.5,4.7e-8,9e-4,0,0,650,437,1119,1685,1078,5,11,7,1,4
ENSG00000078246,TULP3,1310.4,1074.2,236.2,0.22,-2.2,4.7e-8,9e-4,0,0,966,1093,861,1250,1201,243,227,240,266,205
ENSG00000136960,ENPP2,2103.4,2043,60.4,0.03,-5.1,4.7e-8,9e-4,0,0,3141,2381,2572,877,1244,60,68,74,61,39
ENSG00000109099,PMP22,2841.8,2809.8,32,0.011,-6.4,4.8e-8,9e-4,0,0,3729,4875,1873,2251,1321,51,46,20,26,17
ENSG00000169071,ROR2,844.8,843,1.8,0.002,-8.8,4.8e-8,9e-4,0,0,1087,1557,444,768,359,0,4,1,3,1
ENSG00000173020,GRK2,28146.8,5050,23096.8,4.574,2.2,4.8e-8,9e-4,0,0,6760,4850,4958,4681,4001,23031,23632,22956,23216,22649
ENSG00000133026,MYH10,4894.4,4675.8,218.6,0.047,-4.4,4.8e-8,9e-4,0,0,4671,7870,3224,5000,2614,295,272,180,162,184
ENSG00000185551,NR2F2,2065,2064,1,0,-11,4.8e-8,9e-4,0,0,3761,2034,1795,668,2062,0,5,0,0,0
ENSG00000134853,PDGFRA,1978.2,1974.8,3.4,0.002,-9.2,4.9e-8,9e-4,0,0,2044,4324,1612,944,950,4,6,5,0,2
ENSG00000110328,GALNT18,726,724.2,1.8,0.003,-8.6,4.9e-8,9e-4,0,0,1141,387,632,1153,308,4,0,1,2,2
ENSG00000152952,PLOD2,1652,1619.8,32.2,0.02,-5.7,5e-8,9e-4,0,0,819,2865,1755,1208,1452,49,45,26,19,22
ENSG00000100968,NFATC4,2980.6,2969,11.6,0.004,-7.9,5e-8,9e-4,0,0,4738,2575,3126,1131,3275,8,13,28,4,5
ENSG00000124006,OBSL1,2769,2718,51,0.019,-5.7,5e-8,9e-4,0,0,4019,3161,2946,2078,1386,95,57,27,46,30
ENSG00000130635,COL5A1,24107,24070.2,36.8,0.002,-9.3,5.1e-8,9e-4,0,0,19570,59168,21032,11588,8993,34,67,27,40,16
ENSG00000214290,POU2AF3,271.8,268,3.8,0.015,-6,5.1e-8,9e-4,0,0,206,203,446,250,235,1,5,7,4,2
ENSG00000275832,ARHGAP23,1115,1099,16,0.015,-6.1,5.1e-8,0.001,0,0,1343,821,975,1566,790,14,13,14,5,34
ENSG00000158717,RNF166,11636.2,1432.2,10204,7.12,2.8,5.1e-8,0.001,0,0,1878,1818,1347,1037,1081,8640,11826,8907,11785,9862
ENSG00000103067,ESRP2,1876.6,1845.4,31.2,0.017,-5.9,5.2e-8,0.001,0,0,1224,737,1787,2476,3003,15,43,29,38,31
ENSG00000111058,ACSS3,287,282.2,4.8,0.017,-5.9,5.2e-8,0.001,0,0,373,434,254,101,249,5,6,4,4,5
ENSG00000143217,NECTIN4,2028.8,2024.4,4.4,0.002,-8.8,5.2e-8,0.001,0,0,700,953,1394,4691,2384,6,6,3,2,5
ENSG00000100154,TTC28,1443,1364,79,0.058,-4.1,5.2e-8,0.001,0,0,1613,1227,1409,1080,1491,83,78,92,111,31
ENSG00000085276,MECOM,1412.6,1401.8,10.8,0.008,-7,5.2e-8,0.001,0,0,1525,1577,995,925,1987,17,20,7,9,1
ENSG00000156011,PSD3,1430.2,1347,83.2,0.062,-4,5.2e-8,0.001,0,0,631,1697,1597,1752,1058,76,91,101,62,86
ENSG00000134247,PTGFRN,3241.8,3130.8,111,0.035,-4.8,5.3e-8,0.001,0,0,3869,4322,2961,2803,1699,55,143,100,85,172
ENSG00000170899,GSTA4,1512,1477.4,34.6,0.024,-5.4,5.3e-8,0.001,0,0,1170,890,1444,2104,1779,52,12,33,48,28
ENSG00000188766,SPRED3,239.6,216.4,23.2,0.108,-3.2,5.4e-8,0.001,0,0,231,248,175,246,182,23,20,27,24,22
ENSG00000198055,GRK6,7626.4,1385.6,6240.8,4.503,2.2,5.4e-8,0.001,0,0,1760,1322,1643,1118,1085,5990,6201,6560,6556,5897
ENSG00000137936,BCAR3,808.8,780.2,28.6,0.037,-4.8,5.5e-8,0.001,0,0,694,530,687,481,1509,32,30,33,21,27
ENSG00000145623,OSMR,4187,4104,83,0.02,-5.6,5.5e-8,0.001,0,0,4852,3548,2342,7998,1780,100,88,77,92,58
ENSG00000104635,SLC39A14,1839.8,1661.6,178.2,0.107,-3.2,5.5e-8,0.001,0,0,1153,1792,2093,1912,1358,116,197,205,228,145
ENSG00000262202,ENSG00000262202,117,2.2,114.8,48.232,5.6,5.5e-8,0.001,0,0,3,3,1,3,1,85,176,152,95,66
ENSG00000183010,PYCR1,1499.4,1479,20.4,0.014,-6.2,5.7e-8,0.0011,0,0,995,2111,946,1410,1933,9,30,34,22,7
ENSG00000135049,AGTPBP1,3870.8,627,3243.8,5.171,2.4,5.7e-8,0.0011,0,0,674,613,524,547,777,3744,3266,2313,2984,3912
ENSG00000111913,RIPOR2,16381.4,513.2,15868.2,30.891,4.9,5.7e-8,0.0011,0,0,897,396,547,177,549,15539,15456,18017,14717,15612
ENSG00000102287,GABRE,8169.4,8167.6,1.8,0,-11.9,5.8e-8,0.0011,0,0,4851,4062,10250,19903,1772,0,1,4,3,1
ENSG00000104140,RHOV,1567.8,1565.6,2.2,0.001,-9.4,5.8e-8,0.0011,0,0,910,829,995,1418,3676,4,1,1,5,0
ENSG00000164237,CMBL,727.2,713.8,13.4,0.019,-5.7,5.9e-8,0.0011,0,0,364,430,1276,706,793,13,18,16,14,6
ENSG00000204580,DDR1,7306.4,7188.2,118.2,0.017,-5.9,5.9e-8,0.0011,0,0,2445,3880,10068,9790,9758,111,109,152,78,141
ENSG00000117472,TSPAN1,566.4,564.4,2,0.004,-8,5.9e-8,0.0011,0,0,709,436,1170,260,247,2,4,1,2,1
ENSG00000041982,TNC,15204.8,15188.2,16.6,0.001,-9.9,5.9e-8,0.0011,0,0,6070,10521,25450,29276,4624,8,10,12,22,31
ENSG00000179222,MAGED1,7801.6,7027.6,774,0.11,-3.2,5.9e-8,0.0011,0,0,5016,6976,4424,8402,10320,799,798,843,825,605
ENSG00000065618,COL17A1,3757.4,3753.4,4,0.001,-9.7,5.9e-8,0.0011,0,0,3567,1715,1114,9064,3307,2,8,2,6,2
ENSG00000218336,TENM3,459.2,459,0.2,0.001,-10.4,5.9e-8,0.0011,0,0,391,849,205,645,205,1,0,0,0,0
ENSG00000158747,NBL1,8886.2,8792.8,93.4,0.011,-6.6,6e-8,0.0011,0,0,11892,17161,4851,4689,5371,100,76,116,128,47
ENSG00000182963,GJC1,579.8,579.4,0.4,0.001,-10,6e-8,0.0011,0,0,778,652,650,124,693,1,1,0,0,0
ENSG00000108947,EFNB3,384.8,384,0.8,0.003,-8.6,6e-8,0.0011,0,0,302,360,616,316,326,0,0,2,0,2
ENSG00000099954,CECR2,878.2,853.6,24.6,0.029,-5.1,6.1e-8,0.0011,0,0,693,418,1421,1099,637,25,15,20,29,34
ENSG00000019549,SNAI2,1159,1159,0,0,-13.2,6.1e-8,0.0011,0,0,808,1034,835,1522,1596,0,0,0,0,0
ENSG00000240771,ARHGEF25,917.8,899.2,18.6,0.021,-5.6,6.3e-8,0.0012,0,0,1278,1233,827,730,428,23,6,22,22,20
ENSG00000144867,SRPRB,2592.2,2115.2,477,0.226,-2.1,6.4e-8,0.0012,0,0,1601,2145,2756,2023,2051,409,522,456,528,470
ENSG00000174233,ADCY6,1929.4,1891,38.4,0.02,-5.6,6.4e-8,0.0012,0,0,3320,1887,1458,1469,1321,23,70,36,45,18
ENSG00000122966,CIT,890.2,833.8,56.4,0.068,-3.9,6.4e-8,0.0012,0,0,450,915,951,983,870,38,53,83,64,44
ENSG00000170537,TMC7,159.8,158.8,1,0.008,-7,6.4e-8,0.0012,0,0,192,128,112,265,97,0,1,1,2,1
ENSG00000131504,DIAPH1,16034,3457,12577,3.638,1.9,6.5e-8,0.0012,0,0,4060,3197,3624,3266,3138,14659,11630,11636,13545,11415
ENSG00000127507,ADGRE2,4136.4,787,3349.4,4.255,2.1,6.5e-8,0.0012,0,0,876,848,655,830,726,3481,3080,3096,2705,4385
ENSG00000174938,SEZ6L2,1393.6,1392,1.6,0.001,-9.7,6.5e-8,0.0012,0,0,862,813,1564,735,2986,0,5,0,2,1
ENSG00000128581,IFT22,544.8,500.8,44,0.088,-3.5,6.5e-8,0.0012,0,0,297,467,760,482,498,49,46,44,43,38
ENSG00000064012,CASP8,5504,795.4,4708.6,5.916,2.6,6.5e-8,0.0012,0,0,949,835,704,536,953,3861,4351,4542,6201,4588
ENSG00000109339,MAPK10,936.8,906.2,30.6,0.034,-4.9,6.5e-8,0.0012,0,0,792,521,1407,737,1074,40,48,19,20,26
ENSG00000107130,NCS1,898.8,887.6,11.2,0.013,-6.3,6.6e-8,0.0012,0,0,772,1042,867,1381,376,18,7,17,10,4
ENSG00000149177,PTPRJ,7096.4,1270.6,5825.8,4.584,2.2,6.6e-8,0.0012,0,0,1522,1445,1347,971,1068,5035,5136,6199,5763,6996
ENSG00000169398,PTK2,3396.6,2859.4,537.2,0.188,-2.4,6.7e-8,0.0012,0,0,2930,2796,2914,2820,2837,560,613,536,319,658
ENSG00000147100,SLC16A2,808,804.2,3.8,0.005,-7.6,6.7e-8,0.0013,0,0,1245,1164,575,352,685,9,1,5,3,1
ENSG00000131711,MAP1B,2173.8,2156.4,17.4,0.008,-6.9,6.7e-8,0.0013,0,0,1273,883,4541,2894,1191,25,19,14,13,16
